iso,id,year,GG debt (% of GDP),GG debt ($ million),,
SSD,SSD2001,2001,,,,
SSD,SSD2002,2002,,,,
SSD,SSD2003,2003,,,,
SSD,SSD2004,2004,,,,
SSD,SSD2005,2005,,,,
SSD,SSD2006,2006,,,,
SSD,SSD2007,2007,,,,
SSD,SSD2008,2008,,,,
SSD,SSD2009,2009,,,,
SSD,SSD2010,2010,,,,
SSD,SSD2011,2011,0,0.0,,
SSD,SSD2012,2012,8.906,"1,003.4",,
SSD,SSD2013,2013,17.587,"2,628.7",,
SSD,SSD2014,2014,38.141,"5,789.0",,
SSD,SSD2015,2015,57.243,"8,773.1",,
SSD,SSD2016,2016,125.581,"3,640.6",,
SSD,SSD2017,2017,117.592,"2,121.4",,
SSD,SSD2018,2018,69.177,"2,156.9",,
SSD,SSD2019,2019,42.833,"1,732.2",,
SSD,SSD2020,2020,49.284,"2,672.7",,
SSD,SSD2021,2021,52.218,"3,101.7",,
SSD,SSD2022,2022,39.922,"3,208.5",,
SSD,SSD2023,2023,54.814,"3,934.5",,
SSD,SSD2024,2024,56.891,"2,997.0",,
SSD,SSD2025,2025,50.256,"2,669.6",,
LKA,LKA2000,2000,79.202,"15,845.9",,
LKA,LKA2001,2001,84.364,"16,228.3",,
LKA,LKA2002,2002,96.301,"19,489.4",,
LKA,LKA2003,2003,86.45,"19,323.3",,
LKA,LKA2004,2004,86.499,"21,125.7",,
LKA,LKA2005,2005,76.589,"22,118.9",,
LKA,LKA2006,2006,74.29,"24,847.8",,
LKA,LKA2007,2007,71.849,"27,496.6",,
LKA,LKA2008,2008,68.782,"33,137.1",,
LKA,LKA2009,2009,72.75,"36,193.1",,
LKA,LKA2010,2010,68.731,"40,305.9",,
LKA,LKA2011,2011,69.428,"47,020.1",,
LKA,LKA2012,2012,67.504,"47,517.4",,
LKA,LKA2013,2013,69.457,"53,436.0",,
LKA,LKA2014,2014,69.561,"57,376.0",,
LKA,LKA2015,2015,76.334,"64,953.4",,
LKA,LKA2016,2016,75,"66,000.0",,
LKA,LKA2017,2017,72.26,"68,196.1",,
LKA,LKA2018,2018,83.585,"78,974.5",,
LKA,LKA2019,2019,82.594,"73,521.0",,
LKA,LKA2020,2020,96.881,"81,674.6",,
LKA,LKA2021,2021,102.669,"90,974.0",,
LKA,LKA2022,2022,115.94,"86,475.0",,
LKA,LKA2023,2023,,,,
LKA,LKA2024,2024,,,,
LKA,LKA2025,2025,,,,
LCA,LCA2000,2000,32.805,305.7,,
LCA,LCA2001,2001,38.012,339.1,,
LCA,LCA2002,2002,47.653,428.4,,
LCA,LCA2003,2003,44.692,441.1,,
LCA,LCA2004,2004,48.774,519.9,,
LCA,LCA2005,2005,50.426,572.3,,
LCA,LCA2006,2006,47.954,608.1,,
LCA,LCA2007,2007,48.196,641.5,,
LCA,LCA2008,2008,46.898,669.2,,
LCA,LCA2009,2009,50.237,703.3,,
LCA,LCA2010,2010,52.23,774.6,,
LCA,LCA2011,2011,54.941,862.0,,
LCA,LCA2012,2012,60.18,961.7,,
LCA,LCA2013,2013,61.236,"1,016.5",,
LCA,LCA2014,2014,61.854,"1,081.8",,
LCA,LCA2015,2015,60.551,"1,094.8",,
LCA,LCA2016,2016,60.214,"1,125.4",,
LCA,LCA2017,2017,59.919,"1,197.8",,
LCA,LCA2018,2018,60.282,"1,242.4",,
LCA,LCA2019,2019,62.114,"1,301.3",,
LCA,LCA2020,2020,94.982,"1,423.8",,
LCA,LCA2021,2021,81.868,"1,528.5",,
LCA,LCA2022,2022,73.432,"1,720.5",,
LCA,LCA2023,2023,74.492,"1,810.2",,
LCA,LCA2024,2024,73.81,"1,896.2",,
LCA,LCA2025,2025,74.091,"1,987.1",,
VCT,VCT2000,2000,54.195,232.0,,
VCT,VCT2001,2001,51.904,239.8,,
VCT,VCT2002,2002,53.152,259.4,,
VCT,VCT2003,2003,55.261,281.3,,
VCT,VCT2004,2004,58.516,321.8,,
VCT,VCT2005,2005,50.488,292.8,,
VCT,VCT2006,2006,44.715,288.0,,
VCT,VCT2007,2007,48.424,345.7,,
VCT,VCT2008,2008,50.228,368.2,,
VCT,VCT2009,2009,57.248,408.8,,
VCT,VCT2010,2010,61.098,439.9,,
VCT,VCT2011,2011,63.989,456.9,,
VCT,VCT2012,2012,67.809,495.0,,
VCT,VCT2013,2013,70.018,535.6,,
VCT,VCT2014,2014,75.069,578.8,,
VCT,VCT2015,2015,75.075,590.8,,
VCT,VCT2016,2016,79.434,646.6,,
VCT,VCT2017,2017,68.981,582.2,,
VCT,VCT2018,2018,69.396,613.5,,
VCT,VCT2019,2019,68.096,619.7,,
VCT,VCT2020,2020,79.894,691.1,,
VCT,VCT2021,2021,88.291,784.9,,
VCT,VCT2022,2022,84.659,837.3,,
VCT,VCT2023,2023,87.138,943.7,,
VCT,VCT2024,2024,88.807,"1,041.7",,
VCT,VCT2025,2025,88.078,"1,096.6",,
SDN,SDN2000,2000,143.248,"18,814.2",,
SDN,SDN2001,2001,125.587,"19,737.3",,
SDN,SDN2002,2002,121.72,"22,076.4",,
SDN,SDN2003,2003,117.353,"25,060.7",,
SDN,SDN2004,2004,97.804,"26,060.9",,
SDN,SDN2005,2005,75.477,"26,555.1",,
SDN,SDN2006,2006,63.706,"28,835.9",,
SDN,SDN2007,2007,53.692,"31,914.5",,
SDN,SDN2008,2008,55.756,"36,148.3",,
SDN,SDN2009,2009,70.995,"38,913.8",,
SDN,SDN2010,2010,74.568,"49,003.1",,
SDN,SDN2011,2011,78.113,"51,904.5",,
SDN,SDN2012,2012,117.671,"57,597.6",,
SDN,SDN2013,2013,105.752,"55,934.3",,
SDN,SDN2014,2014,84.426,"51,268.5",,
SDN,SDN2015,2015,93.196,"60,143.1",,
SDN,SDN2016,2016,109.93,"71,331.4",,
SDN,SDN2017,2017,149.539,"73,133.5",,
SDN,SDN2018,2018,209.809,"70,474.8",,
SDN,SDN2019,2019,216.501,"68,163.2",,
SDN,SDN2020,2020,278.303,"98,076.8",,
SDN,SDN2021,2021,189.603,"66,641.7",,
SDN,SDN2022,2022,186.765,"62,603.6",,
SDN,SDN2023,2023,252.225,"96,120.4",,
SDN,SDN2024,2024,344.423,"102,613.9",,
SDN,SDN2025,2025,237.101,"71,116.1",,
SUR,SUR2000,2000,48.438,656.3,,
SUR,SUR2001,2001,37.198,434.1,,
SUR,SUR2002,2002,37.408,551.4,,
SUR,SUR2003,2003,31.493,544.5,,
SUR,SUR2004,2004,29.354,587.1,,
SUR,SUR2005,2005,27.107,648.7,,
SUR,SUR2006,2006,22.536,633.7,,
SUR,SUR2007,2007,16.418,516.2,,
SUR,SUR2008,2008,14.774,558.9,,
SUR,SUR2009,2009,14.648,607.9,,
SUR,SUR2010,2010,17.317,809.9,,
SUR,SUR2011,2011,18.738,887.2,,
SUR,SUR2012,2012,20.096,"1,071.5",,
SUR,SUR2013,2013,27.902,"1,537.4",,
SUR,SUR2014,2014,25.208,"1,414.7",,
SUR,SUR2015,2015,41.175,"2,110.6",,
SUR,SUR2016,2016,75.395,"2,500.9",,
SUR,SUR2017,2017,73.029,"2,623.2",,
SUR,SUR2018,2018,68.627,"2,742.3",,
SUR,SUR2019,2019,84.027,"3,374.5",,
SUR,SUR2020,2020,146.436,"4,264.2",,
SUR,SUR2021,2021,115.824,"3,572.0",,
SUR,SUR2022,2022,116.939,"4,246.1",,
SUR,SUR2023,2023,90.305,"3,383.7",,
SUR,SUR2024,2024,85.681,"4,213.8",,
SUR,SUR2025,2025,78.583,"3,895.4",,
SYR,SYR2000,2000,152.094,"30,207.4",,
SYR,SYR2001,2001,144.49,"30,312.6",,
SYR,SYR2002,2002,132.427,"30,137.7",,
SYR,SYR2003,2003,133.37,"28,944.0",,
SYR,SYR2004,2004,113.047,"28,492.4",,
SYR,SYR2005,2005,50.71,"14,645.6",,
SYR,SYR2006,2006,44.977,"15,213.0",,
SYR,SYR2007,2007,42.672,"17,277.0",,
SYR,SYR2008,2008,37.319,"19,641.4",,
SYR,SYR2009,2009,31.212,"16,835.4",,
SYR,SYR2010,2010,30.024,"18,027.3",,
SYR,SYR2011,2011,,,,
SYR,SYR2012,2012,,,,
SYR,SYR2013,2013,,,,
SYR,SYR2014,2014,,,,
SYR,SYR2015,2015,,,,
SYR,SYR2016,2016,,,,
SYR,SYR2017,2017,,,,
SYR,SYR2018,2018,,,,
SYR,SYR2019,2019,,,,
SYR,SYR2020,2020,,,,
SYR,SYR2021,2021,,,,
SYR,SYR2022,2022,,,,
SYR,SYR2023,2023,,,,
SYR,SYR2024,2024,,,,
SYR,SYR2025,2025,,,,
TJK,TJK2000,2000,111.429,"1,104.3",,
TJK,TJK2001,2001,99.449,"1,051.2",,
TJK,TJK2002,2002,98.297,"1,191.4",,
TJK,TJK2003,2003,69.76,"1,084.8",,
TJK,TJK2004,2004,49.412,"1,024.3",,
TJK,TJK2005,2005,45.843,"1,059.4",,
TJK,TJK2006,2006,36.807,"1,034.6",,
TJK,TJK2007,2007,34.269,"1,272.1",,
TJK,TJK2008,2008,30.229,"1,552.3",,
TJK,TJK2009,2009,36.94,"1,838.5",,
TJK,TJK2010,2010,36.838,"2,078.4",,
TJK,TJK2011,2011,35.512,"2,316.4",,
TJK,TJK2012,2012,32.462,"2,464.5",,
TJK,TJK2013,2013,29.292,"2,491.6",,
TJK,TJK2014,2014,27.892,"2,577.8",,
TJK,TJK2015,2015,35.019,"2,751.4",,
TJK,TJK2016,2016,42.179,"2,950.0",,
TJK,TJK2017,2017,46.3,"3,488.7",,
TJK,TJK2018,2018,46.585,"3,615.9",,
TJK,TJK2019,2019,43.495,"3,610.5",,
TJK,TJK2020,2020,51.762,"4,210.3",,
TJK,TJK2021,2021,42.097,"3,760.9",,
TJK,TJK2022,2022,32.501,"3,410.3",,
TJK,TJK2023,2023,30.933,"3,667.1",,
TJK,TJK2024,2024,30.658,"3,984.0",,
TJK,TJK2025,2025,30.111,"4,264.9",,
TZA,TZA2000,2000,,,,
TZA,TZA2001,2001,50.77,"6,402.1",,
TZA,TZA2002,2002,47.371,"6,216.5",,
TZA,TZA2003,2003,44.376,"6,283.2",,
TZA,TZA2004,2004,44.522,"6,934.7",,
TZA,TZA2005,2005,46.091,"7,915.7",,
TZA,TZA2006,2006,34.462,"6,505.7",,
TZA,TZA2007,2007,23.761,"5,182.3",,
TZA,TZA2008,2008,21.743,"6,040.0",,
TZA,TZA2009,2009,24.013,"7,036.0",,
TZA,TZA2010,2010,27.553,"8,778.4",,
TZA,TZA2011,2011,28.383,"9,755.0",,
TZA,TZA2012,2012,30.046,"11,913.2",,
TZA,TZA2013,2013,32.68,"14,927.2",,
TZA,TZA2014,2014,36.409,"18,197.9",,
TZA,TZA2015,2015,39.524,"18,743.9",,
TZA,TZA2016,2016,39.797,"19,808.6",,
TZA,TZA2017,2017,40.109,"21,658.9",,
TZA,TZA2018,2018,42.032,"23,023.0",,
TZA,TZA2019,2019,40.437,"23,775.7",,
TZA,TZA2020,2020,41.269,"26,153.4",,
TZA,TZA2021,2021,43.394,"29,492.3",,
TZA,TZA2022,2022,44.854,"33,269.6",,
TZA,TZA2023,2023,46.872,"37,093.6",,
TZA,TZA2024,2024,47.335,"37,805.0",,
TZA,TZA2025,2025,46.279,"39,557.9",,
THA,THA2000,2000,57.826,"73,087.4",,
THA,THA2001,2001,57.469,"69,132.9",,
THA,THA2002,2002,54.902,"73,733.9",,
THA,THA2003,2003,47.501,"72,335.0",,
THA,THA2004,2004,46.266,"79,992.1",,
THA,THA2005,2005,45.462,"86,043.2",,
THA,THA2006,2006,39.177,"86,867.6",,
THA,THA2007,2007,35.985,"94,619.0",,
THA,THA2008,2008,34.947,"101,800.3",,
THA,THA2009,2009,42.364,"119,346.2",,
THA,THA2010,2010,39.831,"135,889.8",,
THA,THA2011,2011,39.116,"145,072.2",,
THA,THA2012,2012,41.93,"166,704.9",,
THA,THA2013,2013,42.19,"177,336.8",,
THA,THA2014,2014,43.335,"176,525.1",,
THA,THA2015,2015,42.559,"170,739.5",,
THA,THA2016,2016,41.745,"172,606.8",,
THA,THA2017,2017,41.778,"190,648.1",,
THA,THA2018,2018,41.941,"212,453.4",,
THA,THA2019,2019,41.063,"223,333.0",,
THA,THA2020,2020,49.42,"247,347.6",,
THA,THA2021,2021,58.337,"295,342.7",,
THA,THA2022,2022,60.522,"299,960.3",,
THA,THA2023,2023,62.44,"321,463.6",,
THA,THA2024,2024,65.011,"343,855.5",,
THA,THA2025,2025,66.075,"360,334.1",,
TLS,TLS2000,2000,,,,
TLS,TLS2001,2001,0,0.0,,
TLS,TLS2002,2002,0,0.0,,
TLS,TLS2003,2003,0,0.0,,
TLS,TLS2004,2004,0,0.0,,
TLS,TLS2005,2005,0,0.0,,
TLS,TLS2006,2006,0,0.0,,
TLS,TLS2007,2007,0,0.0,,
TLS,TLS2008,2008,0,0.0,,
TLS,TLS2009,2009,0,0.0,,
TLS,TLS2010,2010,0,0.0,,
TLS,TLS2011,2011,0,0.0,,
TLS,TLS2012,2012,0.002,0.0,,
TLS,TLS2013,2013,0.456,6.4,,
TLS,TLS2014,2014,1.525,22.1,,
TLS,TLS2015,2015,2.942,46.9,,
TLS,TLS2016,2016,4.676,77.2,,
TLS,TLS2017,2017,6.578,106.3,,
TLS,TLS2018,2018,9.148,144.9,,
TLS,TLS2019,2019,9.435,193.2,,
TLS,TLS2020,2020,10.091,218.3,,
TLS,TLS2021,2021,6.533,236.6,,
TLS,TLS2022,2022,7.909,253.5,,
TLS,TLS2023,2023,10.883,258.9,,
TLS,TLS2024,2024,13.38,266.5,,
TLS,TLS2025,2025,13.758,293.0,,
TGO,TGO2000,2000,,,,
TGO,TGO2001,2001,,,,
TGO,TGO2002,2002,,,,
TGO,TGO2003,2003,,,,
TGO,TGO2004,2004,,,,
TGO,TGO2005,2005,63.083,"1,943.0",,
TGO,TGO2006,2006,67.744,"2,149.5",,
TGO,TGO2007,2007,70.504,"2,651.0",,
TGO,TGO2008,2008,67.309,"3,081.4",,
TGO,TGO2009,2009,57.649,"2,719.3",,
TGO,TGO2010,2010,33.454,"1,589.1",,
TGO,TGO2011,2011,33.809,"1,832.8",,
TGO,TGO2012,2012,34.342,"1,860.3",,
TGO,TGO2013,2013,41.071,"2,473.3",,
TGO,TGO2014,2014,44.93,"2,873.3",,
TGO,TGO2015,2015,52.382,"3,015.1",,
TGO,TGO2016,2016,59.909,"3,635.9",,
TGO,TGO2017,2017,57.106,"3,646.2",,
TGO,TGO2018,2018,58.024,"4,080.8",,
TGO,TGO2019,2019,54.933,"3,841.5",,
TGO,TGO2020,2020,62.211,"4,603.6",,
TGO,TGO2021,2021,64.863,"5,408.3",,
TGO,TGO2022,2022,67.408,"5,489.7",,
TGO,TGO2023,2023,67.96,"6,171.4",,
TGO,TGO2024,2024,69.741,"6,810.9",,
TGO,TGO2025,2025,68.425,"7,156.6",,
TON,TON2000,2000,43.125,88.4,,
TON,TON2001,2001,53.354,96.6,,
TON,TON2002,2002,60.662,111.0,,
TON,TON2003,2003,56.221,113.6,,
TON,TON2004,2004,52.248,120.7,,
TON,TON2005,2005,43.349,113.6,,
TON,TON2006,2006,39.55,115.5,,
TON,TON2007,2007,37.816,113.1,,
TON,TON2008,2008,34.005,117.0,,
TON,TON2009,2009,39.727,123.9,,
TON,TON2010,2010,44.732,164.2,,
TON,TON2011,2011,51.853,215.2,,
TON,TON2012,2012,60.047,256.4,,
TON,TON2013,2013,54.246,220.8,,
TON,TON2014,2014,51.822,208.8,,
TON,TON2015,2015,56.29,223.5,,
TON,TON2016,2016,54.452,208.0,,
TON,TON2017,2017,49.394,205.5,,
TON,TON2018,2018,50.712,220.6,,
TON,TON2019,2019,47.453,211.2,,
TON,TON2020,2020,48.031,213.7,,
TON,TON2021,2021,48.778,223.9,,
TON,TON2022,2022,47.467,225.5,,
TON,TON2023,2023,43.271,225.0,,
TON,TON2024,2024,37.762,205.8,,
TON,TON2025,2025,43.958,251.0,,
TUN,TUN2000,2000,62.859,"14,158.4",,
TUN,TUN2001,2001,52.155,"12,071.8",,
TUN,TUN2002,2002,51.625,"12,531.5",,
TUN,TUN2003,2003,52.556,"15,134.6",,
TUN,TUN2004,2004,51.578,"16,871.2",,
TUN,TUN2005,2005,49.977,"16,917.7",,
TUN,TUN2006,2006,45.715,"16,484.4",,
TUN,TUN2007,2007,42.704,"17,431.3",,
TUN,TUN2008,2008,41.363,"19,456.7",,
TUN,TUN2009,2009,40.299,"18,373.5",,
TUN,TUN2010,2010,38.803,"17,930.9",,
TUN,TUN2011,2011,43.336,"20,854.1",,
TUN,TUN2012,2012,49.04,"23,201.3",,
TUN,TUN2013,2013,45.628,"22,212.2",,
TUN,TUN2014,2014,50.733,"25,505.0",,
TUN,TUN2015,2015,52.401,"23,988.7",,
TUN,TUN2016,2016,58.908,"26,131.6",,
TUN,TUN2017,2017,67.099,"28,293.6",,
TUN,TUN2018,2018,72.908,"31,122.2",,
TUN,TUN2019,2019,67.297,"28,200.8",,
TUN,TUN2020,2020,77.708,"33,021.2",,
TUN,TUN2021,2021,79.728,"37,323.1",,
TUN,TUN2022,2022,82.932,"36,984.4",,
TUN,TUN2023,2023,82.35,"39,973.5",,
TUN,TUN2024,2024,83.66,"44,035.3",,
TUN,TUN2025,2025,84.316,"46,079.5",,
TUR,TUR2000,2000,51.318,"140,158.7",,
TUR,TUR2001,2001,75.509,"152,949.5",,
TUR,TUR2002,2002,71.506,"170,291.5",,
TUR,TUR2003,2003,65.16,"206,257.5",,
TUR,TUR2004,2004,57.158,"232,646.8",,
TUR,TUR2005,2005,50.196,"253,389.4",,
TUR,TUR2006,2006,44.225,"244,268.8",,
TUR,TUR2007,2007,37.759,"257,890.9",,
TUR,TUR2008,2008,37.748,"295,510.6",,
TUR,TUR2009,2009,43.212,"281,531.8",,
TUR,TUR2010,2010,39.511,"307,175.5",,
TUR,TUR2011,2011,35.912,"300,915.3",,
TUR,TUR2012,2012,32.227,"282,850.3",,
TUR,TUR2013,2013,30.892,"295,972.2",,
TUR,TUR2014,2014,28.277,"265,782.3",,
TUR,TUR2015,2015,27.163,"235,517.9",,
TUR,TUR2016,2016,27.747,"241,178.0",,
TUR,TUR2017,2017,27.777,"238,610.0",,
TUR,TUR2018,2018,29.86,"238,195.3",,
TUR,TUR2019,2019,32.39,"246,289.7",,
TUR,TUR2020,2020,39.446,"282,872.8",,
TUR,TUR2021,2021,40.384,"326,259.5",,
TUR,TUR2022,2022,30.802,"279,004.5",,
TUR,TUR2023,2023,29.264,"330,675.6",,
TUR,TUR2024,2024,25.228,"339,144.5",,
TUR,TUR2025,2025,26.03,"378,844.0",,
TKM,TKM2000,2000,72.895,"6,259.5",,
TKM,TKM2001,2001,45.068,"5,342.8",,
TKM,TKM2002,2002,31.963,"4,754.5",,
TKM,TKM2003,2003,22.367,"4,368.9",,
TKM,TKM2004,2004,15.092,"3,663.1",,
TKM,TKM2005,2005,9.012,"2,646.2",,
TKM,TKM2006,2006,5.587,"2,043.6",,
TKM,TKM2007,2007,4.047,"1,796.4",,
TKM,TKM2008,2008,4.706,"1,731.2",,
TKM,TKM2009,2009,4.081,"1,410.5",,
TKM,TKM2010,2010,6.215,"2,185.4",,
TKM,TKM2011,2011,10.019,"4,449.7",,
TKM,TKM2012,2012,13.762,"6,915.7",,
TKM,TKM2013,2013,16.014,"8,145.2",,
TKM,TKM2014,2014,12.304,"6,915.3",,
TKM,TKM2015,2015,14.545,"6,537.1",,
TKM,TKM2016,2016,18.52,"7,940.6",,
TKM,TKM2017,2017,19.98,"9,171.2",,
TKM,TKM2018,2018,18.663,"9,200.7",,
TKM,TKM2019,2019,15.272,"8,099.5",,
TKM,TKM2020,2020,13.323,"6,979.3",,
TKM,TKM2021,2021,10.653,"6,491.3",,
TKM,TKM2022,2022,5.772,"4,500.0",,
TKM,TKM2023,2023,4.666,"3,626.2",,
TKM,TKM2024,2024,4.56,"3,825.1",,
TKM,TKM2025,2025,4.426,"4,035.8",,
TUV,TUV2000,2000,,,,
TUV,TUV2001,2001,,,,
TUV,TUV2002,2002,,,,
TUV,TUV2003,2003,,,,
TUV,TUV2004,2004,,,,
TUV,TUV2005,2005,37.395,8.6,,
TUV,TUV2006,2006,37.481,9.0,,
TUV,TUV2007,2007,32.387,9.4,,
TUV,TUV2008,2008,19.751,6.3,,
TUV,TUV2009,2009,20.558,5.8,,
TUV,TUV2010,2010,21.051,6.9,,
TUV,TUV2011,2011,19.091,7.6,,
TUV,TUV2012,2012,19.268,7.5,,
TUV,TUV2013,2013,17.784,6.9,,
TUV,TUV2014,2014,16.382,6.4,,
TUV,TUV2015,2015,14.365,5.3,,
TUV,TUV2016,2016,11.485,4.7,,
TUV,TUV2017,2017,12.047,5.4,,
TUV,TUV2018,2018,11.855,5.7,,
TUV,TUV2019,2019,11.524,6.2,,
TUV,TUV2020,2020,12.089,6.4,,
TUV,TUV2021,2021,11.121,7.0,,
TUV,TUV2022,2022,9.359,6.0,,
TUV,TUV2023,2023,7.533,5.1,,
TUV,TUV2024,2024,6.318,4.6,,
TUV,TUV2025,2025,9.16,7.2,,
UGA,UGA2000,2000,48.545,"3,765.2",,
UGA,UGA2001,2001,51.352,"4,023.4",,
UGA,UGA2002,2002,54.711,"4,609.4",,
UGA,UGA2003,2003,55.139,"4,810.9",,
UGA,UGA2004,2004,48.966,"5,263.8",,
UGA,UGA2005,2005,42.563,"5,303.3",,
UGA,UGA2006,2006,27.758,"3,908.0",,
UGA,UGA2007,2007,16.976,"2,972.8",,
UGA,UGA2008,2008,15.654,"3,509.5",,
UGA,UGA2009,2009,14.793,"3,566.1",,
UGA,UGA2010,2010,18.355,"4,530.6",,
UGA,UGA2011,2011,17.959,"4,938.9",,
UGA,UGA2012,2012,19.491,"6,030.3",,
UGA,UGA2013,2013,22.08,"7,138.7",,
UGA,UGA2014,2014,24.768,"8,607.9",,
UGA,UGA2015,2015,28.022,"8,440.8",,
UGA,UGA2016,2016,31.333,"9,472.6",,
UGA,UGA2017,2017,33.64,"10,626.5",,
UGA,UGA2018,2018,34.886,"11,905.5",,
UGA,UGA2019,2019,37.539,"14,224.7",,
UGA,UGA2020,2020,46.335,"17,559.6",,
UGA,UGA2021,2021,50.391,"21,551.7",,
UGA,UGA2022,2022,49.995,"23,717.1",,
UGA,UGA2023,2023,51.03,"26,072.8",,
UGA,UGA2024,2024,51.38,"28,560.6",,
UGA,UGA2025,2025,50.294,"31,643.5",,
UKR,UKR2000,2000,43.79,"14,157.7",,
UKR,UKR2001,2001,36.69,"13,891.9",,
UKR,UKR2002,2002,33.58,"14,217.4",,
UKR,UKR2003,2003,29.38,"14,718.2",,
UKR,UKR2004,2004,24.798,"16,056.0",,
UKR,UKR2005,2005,17.741,"15,256.6",,
UKR,UKR2006,2006,14.801,"15,950.6",,
UKR,UKR2007,2007,12.267,"17,573.7",,
UKR,UKR2008,2008,20.413,"37,011.4",,
UKR,UKR2009,2009,35.425,"41,475.2",,
UKR,UKR2010,2010,40.626,"55,255.8",,
UKR,UKR2011,2011,36.876,"60,129.6",,
UKR,UKR2012,2012,37.542,"65,991.7",,
UKR,UKR2013,2013,40.519,"74,275.4",,
UKR,UKR2014,2014,70.317,"93,797.3",,
UKR,UKR2015,2015,79.331,"72,129.3",,
UKR,UKR2016,2016,79.513,"74,224.6",,
UKR,UKR2017,2017,71.62,"80,260.2",,
UKR,UKR2018,2018,60.408,"79,109.7",,
UKR,UKR2019,2019,50.616,"78,019.5",,
UKR,UKR2020,2020,60.591,"94,872.8",,
UKR,UKR2021,2021,48.925,"97,785.4",,
UKR,UKR2022,2022,77.721,"125,032.9",,
UKR,UKR2023,2023,82.329,"146,825.5",,
UKR,UKR2024,2024,95.592,"175,983.9",,
UKR,UKR2025,2025,106.635,"202,422.0",,
UZB,UZB2000,2000,29.479,"5,068.9",,
UZB,UZB2001,2001,44.838,"6,537.8",,
UZB,UZB2002,2002,41.633,"5,040.1",,
UZB,UZB2003,2003,31.412,"3,988.4",,
UZB,UZB2004,2004,26.877,"4,043.6",,
UZB,UZB2005,2005,21.012,"3,769.3",,
UZB,UZB2006,2006,13.539,"2,889.8",,
UZB,UZB2007,2007,9.555,"2,671.9",,
UZB,UZB2008,2008,8.333,"2,988.0",,
UZB,UZB2009,2009,7.301,"3,062.4",,
UZB,UZB2010,2010,6.61,"3,289.9",,
UZB,UZB2011,2011,6.331,"3,812.1",,
UZB,UZB2012,2012,6.757,"4,562.3",,
UZB,UZB2013,2013,6.228,"4,558.4",,
UZB,UZB2014,2014,6.087,"4,921.2",,
UZB,UZB2015,2015,10.022,"8,585.0",,
UZB,UZB2016,2016,8.19,"7,015.4",,
UZB,UZB2017,2017,17.264,"12,033.5",,
UZB,UZB2018,2018,17.455,"10,245.4",,
UZB,UZB2019,2019,25.375,"17,075.9",,
UZB,UZB2020,2020,33.673,"22,373.4",,
UZB,UZB2021,2021,31.725,"24,536.1",,
UZB,UZB2022,2022,30.529,"27,514.3",,
UZB,UZB2023,2023,32.514,"33,029.0",,
UZB,UZB2024,2024,34.325,"38,668.1",,
UZB,UZB2025,2025,32.822,"41,817.5",,
VUT,VUT2000,2000,36.108,98.2,,
VUT,VUT2001,2001,37.036,95.2,,
VUT,VUT2002,2002,38.806,101.7,,
VUT,VUT2003,2003,38.264,120.5,,
VUT,VUT2004,2004,30.412,111.0,,
VUT,VUT2005,2005,26.274,102.5,,
VUT,VUT2006,2006,22.162,96.4,,
VUT,VUT2007,2007,19.481,100.7,,
VUT,VUT2008,2008,21.213,123.5,,
VUT,VUT2009,2009,21.124,124.6,,
VUT,VUT2010,2010,20.223,131.9,,
VUT,VUT2011,2011,21.299,157.2,,
VUT,VUT2012,2012,19.28,141.9,,
VUT,VUT2013,2013,18.63,140.7,,
VUT,VUT2014,2014,20.264,156.8,,
VUT,VUT2015,2015,37.709,280.6,,
VUT,VUT2016,2016,43.726,338.9,,
VUT,VUT2017,2017,52.629,463.1,,
VUT,VUT2018,2018,45.261,420.5,,
VUT,VUT2019,2019,45.096,419.4,,
VUT,VUT2020,2020,48.024,484.1,,
VUT,VUT2021,2021,48.537,447.0,,
VUT,VUT2022,2022,44.446,461.8,,
VUT,VUT2023,2023,41.858,470.1,,
VUT,VUT2024,2024,46.035,538.1,,
VUT,VUT2025,2025,49.855,605.2,,
VEN,VEN2000,2000,27.7,"32,574.1",,
VEN,VEN2001,2001,30.729,"37,833.2",,
VEN,VEN2002,2002,48.177,"45,892.4",,
VEN,VEN2003,2003,56.029,"46,887.3",,
VEN,VEN2004,2004,41.783,"46,903.1",,
VEN,VEN2005,2005,34.913,"50,056.5",,
VEN,VEN2006,2006,25.658,"45,804.9",,
VEN,VEN2007,2007,26.364,"61,390.4",,
VEN,VEN2008,2008,20.311,"62,306.8",,
VEN,VEN2009,2009,27.574,"74,070.4",,
VEN,VEN2010,2010,37.706,"120,011.0",,
VEN,VEN2011,2011,52.476,"166,077.1",,
VEN,VEN2012,2012,58.445,"217,761.4",,
VEN,VEN2013,2013,85.399,"221,124.5",,
VEN,VEN2014,2014,84.897,"182,265.4",,
VEN,VEN2015,2015,129.762,"162,785.1",,
VEN,VEN2016,2016,138.404,"156,278.9",,
VEN,VEN2017,2017,133.61,"154,831.3",,
VEN,VEN2018,2018,175.313,"178,856.1",,
VEN,VEN2019,2019,206.02,"150,400.8",,
VEN,VEN2020,2020,329.096,"144,104.6",,
VEN,VEN2021,2021,249.712,"143,998.9",,
VEN,VEN2022,2022,160.666,"147,979.8",,
VEN,VEN2023,2023,146.262,"145,096.3",,
VEN,VEN2024,2024,,,,
VEN,VEN2025,2025,,,,
VNM,VNM2000,2000,24.755,"9,799.3",,
VNM,VNM2001,2001,25.42,"10,497.7",,
